trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc,other_desc
2,NCT01037790,Human PM,More General,Missing Gene,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Excludes
2,NCT01042743,Not PM,,,,,,,,,
2,NCT01048580,Not PM,,,,,,,,,
2,NCT01056367,Not PM,,,,,,,,,
2,NCT01062763,Not PM,,,,,,,,,
2,NCT01063231,Not PM,,,,,,,,,
2,NCT01068132,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01075828,Not PM,,,,,,,,,
2,NCT01082757,Human PM,Exact,Missing Gene,BRAF (V600E),Different Variant,KRAS (G13D),,,Matches,Matches
2,NCT01085331,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01086267,Human PM,Exact,Exact,BRAF (V600E),Different Variant,KRAS (G13D),,,Matches,Matches
2,NCT01092078,Not PM,,,,,,,,,
2,NCT01092481,Not PM,,,,,,,,,
2,NCT01096667,Not PM,,,,,,,,,
2,NCT01097018,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01107418,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01108107,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01109615,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01110785,Human PM,Exact,Missing Variant,BRAF (V600E),Different Variant,KRAS (G13D),,,Matches,Matches
2,NCT01111604,Not PM,,,,,,,,,
2,NCT01112046,Not PM,,,,,,,,,
2,NCT01116271,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01124669,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01133132,Not PM,,,,,,,,,
2,NCT01134666,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01136967,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01138085,Human PM,More General,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Excludes
2,NCT01143753,Human PM,More General,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01149434,Human PM,More General,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01150045,Not PM,,,,,,,,,
2,NCT01151007,Human PM,Exact,Missing Variant,BRAF (V600E),Different Variant,KRAS (G13D),,,Matches,Matches
2,NCT01152437,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01164215,Not PM,,,,,,,,,
2,NCT01167725,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01187641,Not PM,,,,,,,,,
2,NCT01190462,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01198535,Human PM,More General,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01198743,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01200303,Not PM,,,,,,,,,
2,NCT01203969,Not PM,,,,,,,,,
2,NCT01204099,Not PM,,,,,,,,,
2,NCT01212627,Not PM,,,,,,,,,
2,NCT01215539,Human PM,Exact,Missing Gene,BRAF (V600E),Different Variant,KRAS (G13D),,,Matches,Matches
2,NCT01231568,Human PM,More General,Missing Variant,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01231594,Human PM,More General,Missing Variant,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01232647,Not PM,,,,,,,,,
2,NCT01243372,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01245062,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01254591,Not PM,,,,,,,,,
2,NCT01254617,Human PM,More General,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01260415,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01262222,Not PM,,,,,,,,,
2,NCT01262963,Human PM,More General,Missing Variant,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01264380,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01269060,Not PM,,,,,,,,,
2,NCT01269996,Not PM,,,,,,,,,
2,NCT01271803,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01279161,Not PM,,,,,,,,,
2,NCT01280643,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01281761,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01287130,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01294072,Not PM,,,,,,,,,
2,NCT01294826,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Excludes,Matches
2,NCT01306045,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01310972,Not PM,,,,,,,,,
2,NCT01311050,Not PM,,,,,,,,,
2,NCT01313442,Not PM,,,,,,,,,
2,NCT01320267,Not PM,,,,,,,,,
2,NCT01326065,Not PM,,,,,,,,,
2,NCT01331083,Not PM,,,,,,,,,
2,NCT01336634,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01337765,Human PM,More General,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Excludes
2,NCT01340833,Human PM,More General,Missing Variant,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01340846,Human PM,More General,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01347866,Human PM,Not Disease,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01351038,Human PM,Not Disease,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01352273,Human PM,More General,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01357304,Not PM,,,,,,,,,
2,NCT01358812,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01362296,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01363232,Not PM,,,,,,,,,
2,NCT01375816,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01387880,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01390818,Human PM,More General,Exact,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01412957,Human PM,Exact,Missing Gene,BRAF (V600E),Different Variant,KRAS (G13D),,,Matches,Matches
2,NCT01415479,Not PM,,,,,,,,,
2,NCT01417442,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01433809,Not PM,,,,,,,,,
2,NCT01437618,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01442155,Not PM,,,,,,,,,
2,NCT01479894,Not PM,,,,,,,,,
2,NCT01480128,Not PM,,,,,,,,,
2,NCT01483040,Not PM,,,,,,,,,
2,NCT01495988,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01504477,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01512251,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01519427,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01534897,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01543698,Human PM,More General,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01549535,Not PM,,,,,,,,,
2,NCT01550055,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01550900,Not PM,,,,,,,,,
2,NCT01562899,Human PM,Not Disease,Exact,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01582997,Human PM,More General,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01584648,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01586195,Human PM,Not Disease,Different Variant,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01586403,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01588860,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01589445,Not PM,,,,,,,,,
2,NCT01589900,Not PM,,,,,,,,,
2,NCT01593098,Not PM,,,,,,,,,
2,NCT01595217,Not PM,,,,,,,,,
2,NCT01597908,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01628250,Not PM,,,,,,,,,
2,NCT01640444,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01651013,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01656642,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01664494,Not PM,,,,,,,,,
2,NCT01669720,Not PM,,,,,,,,,
2,NCT01681472,Not PM,,,,,,,,,
2,NCT01688232,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01689519,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01692951,Not PM,,,,,,,,,
2,NCT01700582,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Excludes,Matches
2,NCT01700699,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01703910,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01704703,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01706211,Not PM,,,,,,,,,
2,NCT01707121,Not PM,,,,,,,,,
2,NCT01715441,Human PM,Exact,Exact,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01723202,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01723969,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01726738,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01740648,Human PM,More Specific,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01741038,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01744860,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01750918,Human PM,Exact,Exact,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01754376,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01763307,Not PM,,,,,,,,,
2,NCT01767454,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01777893,Not PM,,,,,,,,,
2,NCT01787500,Human PM,More General,Exact,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01791309,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01802320,Human PM,More General,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01804140,Human PM,More General,Missing Variant,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01804777,Not PM,,,,,,,,,
2,NCT01814501,Human PM,More General,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01816659,Not PM,,,,,,,,,
2,NCT01831245,Not PM,,,,,,,,,
2,NCT01833143,Human PM,Not Disease,Missing Gene,BRAF (V600E),Different Variant,KRAS (G13D),,,Matches,Matches
2,NCT01840527,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Excludes,Matches
2,NCT01859026,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01861691,Not PM,,,,,,,,,
2,NCT01867697,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01868646,Not PM,,,,,,,,,
2,NCT01876511,Not PM,,,,,,,,,
2,NCT01877811,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01881074,Not PM,,,,,,,,,
2,NCT01890213,Not PM,,,,,,,,,
2,NCT01902173,Human PM,More General,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01904968,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01918527,Not PM,,,,,,,,,
2,NCT01922583,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01925274,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01928940,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Excludes,Matches
2,NCT01929499,Not PM,,,,,,,,,
2,NCT01933932,Human PM,Not Disease,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01939496,Not PM,,,,,,,,,
2,NCT01943786,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01949194,Human PM,Exact,Exact,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01961115,Human PM,Not Disease,Exact,BRAF (V600E),Exact,KRAS (G13D),,,Matches,Matches
2,NCT01972737,Not PM,,,,,,,,,
2,NCT01974258,Human PM,Exact,Exact,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01978236,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01981187,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01983098,Not PM,,,,,,,,,
2,NCT01986166,Human PM,More General,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT01989585,Human PM,More General,Missing Variant,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT01989598,Not PM,,,,,,,,,
2,NCT01990196,Not PM,,,,,,,,,
2,NCT01991847,Not PM,,,,,,,,,
2,NCT01994135,Not PM,,,,,,,,,
2,NCT01995591,Not PM,,,,,,,,,
2,NCT01997684,Not PM,,,,,,,,,
2,NCT02008383,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02012231,Human PM,More General,Missing Variant,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02014909,Human PM,More General,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02015130,Not PM,,,,,,,,,
2,NCT02022995,Not PM,,,,,,,,,
2,NCT02023489,Not PM,,,,,,,,,
2,NCT02023710,Not PM,,,,,,,,,
2,NCT02027961,Human PM,Not Disease,Exact,BRAF (V600E),Exact,KRAS (G13D),,,Matches,Matches
2,NCT02034110,Human PM,More General,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02036086,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02065674,Not PM,,,,,,,,,
2,NCT02097225,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02109653,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02122731,Not PM,,,,,,,,,
2,NCT02145611,Not PM,,,,,,,,,
2,NCT02152995,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02162563,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02164149,Not PM,,,,,,,,,
2,NCT02164916,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02171286,Human PM,More General,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02175095,Human PM,Exact,Exact,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02178722,Not PM,,,,,,,,,
2,NCT02182466,Not PM,,,,,,,,,
2,NCT02188264,Human PM,More General,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02196181,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02215642,Not PM,,,,,,,,,
2,NCT02228668,Not PM,,,,,,,,,
2,NCT02232152,Human PM,Exact,Exact,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02233205,Not PM,,,,,,,,,
2,NCT02250053,Not PM,,,,,,,,,
2,NCT02259114,Not PM,,,,,,,,,
2,NCT02263898,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02264366,Not PM,,,,,,,,,
2,NCT02274753,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02279004,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02281214,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02281760,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02283320,Human PM,Not Disease,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02296203,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02301286,Not PM,,,,,,,,,
2,NCT02304666,Not PM,,,,,,,,,
2,NCT02316496,Human PM,Exact,Exact,BRAF (V600E),Different Variant,KRAS (G13D),,,Matches,Matches
2,NCT02323724,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02324023,Not PM,,,,,,,,,
2,NCT02326779,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02327078,Not PM,,,,,,,,,
2,NCT02331641,Not PM,,,,,,,,,
2,NCT02364154,Not PM,,,,,,,,,
2,NCT02366481,Not PM,,,,,,,,,
2,NCT02367859,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02380443,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02381808,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Excludes,Matches
2,NCT02394795,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02399631,Not PM,,,,,,,,,
2,NCT02399943,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02404441,Not PM,,,,,,,,,
2,NCT02408887,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02413853,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02415829,Not PM,,,,,,,,,
2,NCT02416232,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Excludes,Matches
2,NCT02428712,Human PM,More General,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02448173,Not PM,,,,,,,,,
2,NCT02466906,Not PM,,,,,,,,,
2,NCT02467582,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02485561,Not PM,,,,,,,,,
2,NCT02503631,Not PM,,,,,,,,,
2,NCT02508077,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02510118,Not PM,,,,,,,,,
2,NCT02515344,Not PM,,,,,,,,,
2,NCT02526836,Not PM,,,,,,,,,
2,NCT02530593,Not PM,,,,,,,,,
2,NCT02542670,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02557061,Not PM,,,,,,,,,
2,NCT02561533,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02567942,Not PM,,,,,,,,,
2,NCT02568046,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02572141,Not PM,,,,,,,,,
2,NCT02572414,Not PM,,,,,,,,,
2,NCT02578264,Not PM,,,,,,,,,
2,NCT02583542,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Excludes
2,NCT02587650,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02595645,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02596113,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02613221,Human PM,Exact,Missing Gene,BRAF (V600E),Different Variant,KRAS (G13D),,,Matches,Matches
2,NCT02625272,Not PM,,,,,,,,,
2,NCT02633098,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02644590,Not PM,,,,,,,,,
2,NCT02648724,Human PM,More General,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02672358,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02688023,Not PM,,,,,,,,,
2,NCT02713373,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02724397,Not PM,,,,,,,,,
2,NCT02730702,Not PM,,,,,,,,,
2,NCT02751177,Human PM,Exact,Exact,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02762695,Not PM,,,,,,,,,
2,NCT02777437,Not PM,,,,,,,,,
2,NCT02784639,Human PM,Exact,Exact,BRAF (V600E),Exact,KRAS (G13D),,,Matches,Matches
2,NCT02786602,Human PM,Exact,Exact,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02788669,Not PM,,,,,,,,,
2,NCT02827565,Human PM,Exact,Different Variant,BRAF (V600E),Different Variant,KRAS (G13D),,,Matches,Matches
2,NCT02834364,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02852915,Not PM,,,,,,,,,
2,NCT02857270,Human PM,More General,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02860780,Human PM,More General,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02861430,Not PM,,,,,,,,,
2,NCT02887365,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02893085,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02906943,Human PM,More General,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02907606,Human PM,Not Disease,Missing Gene,BRAF (V600E),Missing Gene,KRAS (G13D),,,Excludes,Matches
2,NCT02912052,Not PM,,,,,,,,,
2,NCT02912559,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02928224,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT02938481,Not PM,,,,,,,,,
2,NCT02942706,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02944188,Not PM,,,,,,,,,
2,NCT02948985,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT02949440,Not PM,,,,,,,,,
2,NCT02959762,Not PM,,,,,,,,,
2,NCT02969681,Human PM,Exact,Missing Variant,BRAF (V600E),Different Variant,KRAS (G13D),,,Matches,Matches
2,NCT02978612,Not PM,,,,,,,,,
2,NCT02979470,Not PM,,,,,,,,,
2,NCT03009227,Not PM,,,,,,,,,
2,NCT03015675,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT03071705,Not PM,,,,,,,,,
2,NCT03072641,Not PM,,,,,,,,,
2,NCT03087071,Human PM,Exact,Missing Variant,BRAF (V600E),Different Variant,KRAS (G13D),,,Matches,Matches
2,NCT03088150,Not PM,,,,,,,,,
2,NCT03089268,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT03090451,Not PM,,,,,,,,,
2,NCT03090815,Not PM,,,,,,,,,
2,NCT03091257,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Variant,KRAS (G13D),,,Matches,Matches
2,NCT03097224,Not PM,,,,,,,,,
2,NCT03101254,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,KRAS (G13D),,,Matches,Matches
2,NCT03102801,Not PM,,,,,,,,,
2,NCT03104439,Not PM,,,,,,,,,
